0 0 -9.51662 1
0.1 0 -9.76824 1
0.2 0 -10.0143 1
0.3 0 -10.251 1
0.4 0 -10.474 1
0.5 0 -10.6776 1
0.6 0 -10.8549 1
0.7 0 -10.9974 1
0.8 0 -11.0946 1
0.9 0 -11.1339 1
1 0 -11.0997 1
1.1 0 -10.9732 1
1.2 0 -10.7314 1
1.3 0 -10.347 1
1.4 0 -9.78685 1
1.5 0 -9.0116 1
1.6 0 -7.97474 1
1.7 0 -6.62184 1
1.8 0 -4.89019 1
1.9 0 -2.7089 1
2 0 -3.20924e-16 1
2.1 0 3.31889 1
2.2 0 7.32962 1
2.3 0 12.1054 1
2.4 0 17.6986 1
2.5 0 24.1247 1
2.6 0 31.3419 1
2.7 0 39.2317 1
2.8 0 47.5823 1
2.9 0 56.0855 1
3 0 64.3501 1
3.1 0 71.9343 1
3.2 0 78.3924 1
3.3 0 83.3237 1
3.4 0 86.4148 1
3.5 0 87.4677 1
3.6 0 86.4148 1
3.7 0 83.3237 1
3.8 0 78.3924 1
3.9 0 71.9343 1
4 0 64.3501 1
4.1 0 56.0855 1
4.2 0 47.5823 1
4.3 0 39.2317 1
4.4 0 31.3419 1
4.5 0 24.1247 1
4.6 0 17.6986 1
4.7 0 12.1054 1
4.8 0 7.32962 1
4.9 0 3.31889 1
5 0 2.22045e-16 1
5.1 0 -2.7089 1
5.2 0 -4.89019 1
5.3 0 -6.62184 1
5.4 0 -7.97474 1
5.5 0 -9.0116 1
5.6 0 -9.78685 1
5.7 0 -10.347 1
5.8 0 -10.7314 1
5.9 0 -10.9732 1
6 0 -11.0997 1
6.1 0 -11.1339 1
6.2 0 -11.0946 1
6.3 0 -10.9974 1
6.4 0 -10.8549 1
6.5 0 -10.6776 1
6.6 0 -10.474 1
6.7 0 -10.251 1
6.8 0 -10.0143 1
6.9 0 -9.76824 1
7 0 -9.51662 1
7.1 0 -9.26232 1
7.2 0 -9.00768 1
7.3 0 -8.75454 1
7.4 0 -8.50435 1
7.5 0 -8.25821 1
7.6 0 -8.017 1
7.7 0 -7.78134 1
7.8 0 -7.5517 1
7.9 0 -7.32839 1
8 0 -7.11163 1
8.1 0 -6.90151 1
8.2 0 -6.6981 1
8.3 0 -6.50135 1
8.4 0 -6.31121 1
8.5 0 -6.12758 1
8.6 0 -5.95031 1
8.7 0 -5.77928 1
8.8 0 -5.61429 1
8.9 0 -5.45519 1
9 0 -5.30179 1
9.1 0 -5.15389 1
9.2 0 -5.01131 1
9.3 0 -4.87386 1
9.4 0 -4.74134 1
9.5 0 -4.61358 1
9.6 0 -4.49039 1
9.7 0 -4.37159 1
9.8 0 -4.25701 1
9.9 0 -4.14649 1
